hr,name,ra_deg,dec_deg,magnitude,constellation
3051,HR 3051,117.5236,-19.5235,6.11,Puppis
3241,HR 3241,123.4946,-36.3408,6.11,Puppis
3298,HR 3298,125.2818,-64.1060,6.11,Carina
3290,21 Cnc,125.9800,10.6321,6.11,Cancer
3299,25 Cnc,126.4578,17.0463,6.11,Cancer
3417,HR 3417,128.1744,-73.3568,6.11,Volans
3794,HR 3794,143.1725,1.8642,6.11,Hydra
3946,HR 3946,149.7763,-23.9508,6.11,Hydra
3964,HR 3964,150.8358,-46.6362,6.11,Vela
4316,HR 4316,166.2672,-49.3923,6.11,Vela
4347,ψ Crt,168.1266,-18.4999,6.11,Crater
4369,HR 4369,169.2424,-7.1347,6.11,Crater
4657,HR 4657,183.7940,-10.3124,6.11,Virgo
HD109372,HD 109372,188.7269,-67.7569,6.11,Musca
4855,34 Vir,191.8068,11.9581,6.11,Virgo
4891,38 Vir,193.2965,-3.5531,6.11,Virgo
4919,HR 4919,194.2825,46.1768,6.11,Canes Venatici
5102,HR 5102,203.2009,24.3467,6.11,Coma Berenices
5119,HR 5119,204.6908,-70.4448,6.11,Musca
5212,HR 5212,208.0041,-31.6192,6.11,Centaurus
5721,8 Ser,230.9321,-1.0224,6.11,Serpens
5872,HR 5872,237.5679,-45.4017,6.11,Norma
5930,HR 5930,239.1391,-14.8294,6.11,Libra
6080,HR 6080,245.1359,-39.4303,6.11,Scorpius
6121,HR 6121,246.5474,11.4075,6.11,Hercules
6360,HR 6360,255.5657,64.6007,6.11,Draco
6363,HR 6363,256.2073,48.8040,6.11,Hercules
6559,HR 6559,263.9982,20.9962,6.11,Hercules
6809,40 Dra,270.0142,80.0008,6.11,Draco
7216,HR 7216,285.7192,19.6610,6.11,Sagitta
7265,HR 7265,287.4506,-19.8037,6.11,Sagittarius
7410,HR 7410,292.7252,-21.3122,6.11,Sagittarius
7532,HR 7532,297.0126,-13.7036,6.11,Sagittarius
7627,HR 7627,300.1103,-43.0433,6.11,Sagittarius
7746,18 Sge,304.0824,21.5987,6.11,Sagitta
7855,HR 7855,308.5487,-13.7211,6.11,Capricornus
8179,HR 8179,320.1395,60.7564,6.11,Cepheus
8224,HR 8224,321.8554,59.7501,6.11,Cepheus
8298,HR 8298,325.5348,45.7657,6.11,Cygnus
8448,HR 8448,332.1701,45.7423,6.11,Lacerta
8493,HR 8493,333.2197,73.3072,6.11,Cepheus
8604,HR 8604,339.0329,35.5775,6.11,Pegasus
8715,1 Psc,343.7479,1.0649,6.11,Pisces
8786,HR 8786,347.0983,-79.4807,6.11,Octans
56,HR 56,4.0897,43.5950,6.12,Andromeda
59,36 Psc,4.1418,8.2402,6.12,Pisces
295,ω Phe,15.5076,-57.0024,6.12,Phoenix
320,HR 320,16.5321,-23.9925,6.12,Cetus
579,HR 579,30.7937,73.8506,6.12,Cassiopeia
637,HR 637,32.6051,-50.8237,6.12,Eridanus
959,HR 959,46.9541,-69.2649,6.12,Hydrus
1076,HR 1076,52.5566,-41.3699,6.12,Eridanus
1119,HR 1119,54.9982,-1.1212,6.12,Taurus
1267,HR 1267,61.1704,-20.3819,6.12,Eridanus
1461,HR 1461,68.7529,-19.9214,6.12,Eridanus
1741,HR 1741,79.8112,20.1346,6.12,Taurus
2141,HR 2141,91.5356,35.3877,6.12,Auriga
2253,HR 2253,94.5234,14.3829,6.12,Orion
2309,HR 2309,96.0857,-12.9619,6.12,Canis Major
2734,HR 2734,108.4019,-27.3564,6.12,Canis Major
3157,HR 3157,120.3460,-54.5155,6.12,Carina
3168,14 Pup,121.1726,-19.7281,6.12,Puppis
3272,HR 3272,125.0709,-5.3299,6.12,Hydra
3276,HR 3276,125.1140,-22.9247,6.12,Puppis
3434,HR 3434,129.8422,-36.6067,6.12,Pyxis
3464,46 Cnc,131.3393,30.6978,6.12,Cancer
3529,HR 3529,133.1282,-13.2329,6.12,Hydra
3701,HR 3701,140.2474,38.1883,6.12,Lynx
3745,HR 3745,141.6871,-28.7877,6.12,Pyxis
3788,HR 3788,142.9821,-10.3703,6.12,Hydra
3801,HR 3801,143.2582,-8.5054,6.12,Hydra
3857,13 LMi,145.6781,35.0934,6.12,Leo Minor
4076,HR 4076,155.5539,-19.8666,6.12,Hydra
4249,HR 4249,163.3540,-2.2552,6.12,Leo
4303,HR 4303,165.8106,-0.7523,6.12,Leo
4353,HR 4353,168.2364,-49.7361,6.12,Centaurus
4429,HR 4429,172.9625,81.1273,6.12,Camelopardalis
5164,HR 5164,205.9382,22.7004,6.12,Boötes
5259,HR 5259,210.3294,-40.2219,6.12,Centaurus
5569,HR 5569,223.9942,32.3001,6.12,Boötes
5677,HR 5677,228.5429,42.1714,6.12,Boötes
5827,HR 5827,234.7036,34.6750,6.12,Corona Borealis
5946,HR 5946,240.2770,-54.5779,6.12,Norma
6233,HR 6233,252.9745,-65.3755,6.12,Triangulum Australe
6399,HR 6399,257.9178,49.7464,6.12,Hercules
6387,HR 6387,258.1044,-27.7621,6.12,Ophiuchus
6577,HR 6577,264.7411,13.3293,6.12,Ophiuchus
6853,HR 6853,274.2785,40.9367,6.12,Lyra
7096,HR 7096,282.0670,48.7676,6.12,Draco
7104,HR 7104,283.1544,-29.3797,6.12,Sagittarius
7271,HR 7271,288.1922,-50.4864,6.12,Telescopium
7555,HR 7555,297.3646,38.7101,6.12,Cygnus
7559,HR 7559,297.7962,-2.4610,6.12,Aquila
7699,HR 7699,301.9227,34.4229,6.12,Cygnus
7821,68 Aql,307.1038,-3.3578,6.12,Aquila
8174,HR 8174,318.3400,81.2310,6.12,Cepheus
8147,HR 8147,319.2585,53.9977,6.12,Cygnus
8205,HR 8205,321.6169,1.1034,6.12,Aquarius
8526,HR 8526,336.4627,-75.0157,6.12,Octans
8637,19 PsA,340.5920,-29.3610,6.12,Piscis Austrinus
8741,HR 8741,344.8986,-13.0709,6.12,Aquarius
8801,HR 8801,346.7919,52.8166,6.12,Andromeda
8829,HR 8829,348.5261,-62.7000,6.12,Tucana
8896,HR 8896,350.9393,-43.1244,6.12,Grus
234,HR 234,12.5760,45.0023,6.13,Andromeda
355,HR 355,18.1420,45.3375,6.13,Andromeda
425,HR 425,21.9439,-10.9016,6.13,Cetus
938,53 Ari,46.8570,17.8800,6.13,Aries
1132,14 Tau,55.9467,19.6650,6.13,Taurus
1433,HR 1433,67.3336,-46.5153,6.13,Caelum
1719,15 Cam,79.8661,58.1174,6.13,Camelopardalis
1782,HR 1782,80.9639,-0.8666,6.13,Orion
2048,HR 2048,88.5556,10.5864,6.13,Orion
2566,HR 2566,103.3410,-18.9328,6.13,Canis Major
3151,HR 3151,120.1207,-48.8718,6.13,Puppis
3289,22 Pup,125.6952,-13.0548,6.13,Puppis
3469,10 Hya,131.2553,5.6806,6.13,Hydra
3557,HR 3557,134.1543,4.2366,6.13,Hydra
3695,HR 3695,138.0512,-76.6630,6.13,Chamaeleon
3785,HR 3785,142.9125,-10.5520,6.13,Hydra
3941,HR 3941,149.2956,-52.6388,6.13,Vela
4099,HR 4099,156.5411,-42.7385,6.13,Vela
4403,HR 4403,171.0919,-42.6691,6.13,Centaurus
4539,HR 4539,177.5817,-15.8637,6.13,Crater
4568,HR 4568,178.9782,-39.6895,6.13,Centaurus
5446,HR 5446,219.1005,-39.5974,6.13,Centaurus
5472,HR 5472,220.0911,21.9759,6.13,Boötes
5620,HR 5620,226.6131,-22.0318,6.13,Libra
6013,8 Her,242.1943,17.2056,6.13,Hercules
6563,HR 6563,263.9265,37.3016,6.13,Hercules
6642,HR 6642,267.1995,19.2550,6.13,Hercules
6759,HR 6759,272.1255,-45.7670,6.13,Ara
6788,HR 6788,272.7306,-33.8001,6.13,Sagittarius
6871,HR 6871,276.3818,-63.0215,6.13,Pavo
7024,HR 7024,280.6505,-7.0737,6.13,Scutum
7350,HR 7350,291.0895,-43.7221,6.13,Sagittarius
7439,HR 7439,294.1086,-18.8529,6.13,Sagittarius
7568,HR 7568,297.6953,37.8263,6.13,Cygnus
7583,HR 7583,298.0684,36.4323,6.13,Cygnus
7733,HR 7733,303.4284,43.3790,6.13,Cygnus
7749,HR 7749,304.8241,-47.5803,6.13,Telescopium
7825,HR 7825,307.3806,-22.3916,6.13,Capricornus
8082,HR 8082,316.5978,26.9244,6.13,Vulpecula
8124,HR 8124,318.9449,-36.2107,6.13,Microscopium
8369,Kap-1 Ind,329.6253,-59.0121,6.13,Indus
8432,HR 8432,332.9796,-76.1160,6.13,Octans
8490,HR 8490,333.4571,63.1623,6.13,Cepheus
8798,HR 8798,346.8655,32.8253,6.13,Pegasus
8836,HR 8836,348.6674,-10.6887,6.13,Aquarius
8895,HR 8895,350.9771,-53.8087,6.13,Grus
9035,HR 9035,358.0975,21.6711,6.13,Pegasus
1982,HR 1982,86.1089,-22.4202,6.13,Lepus
43,HR 43,3.4349,-26.2850,6.14,Sculptor
173,HR 173,10.1366,-23.8049,6.14,Cetus
284,HR 284,14.9570,6.4832,6.14,Pisces
319,75 Psc,16.6401,12.9560,6.14,Pisces
537,HR 537,27.5839,-47.8164,6.14,Phoenix
711,HR 711,36.7802,27.0124,6.14,Aries
729,26 Ari,37.6601,19.8553,6.14,Aries
844,Gam-1 For,42.4624,-24.5603,6.14,Fornax
895,HR 895,44.6971,-9.7765,6.14,Eridanus
900,HR 900,44.7771,-28.9072,6.14,Fornax
988,14 Eri,49.1490,-9.1547,6.14,Eridanus
1000,60 Ari,50.1066,25.6627,6.14,Aries
1053,HR 1053,51.0095,-69.6246,6.14,Hydrus
1043,HR 1043,52.5456,59.3659,6.14,Camelopardalis
1085,HR 1085,53.5349,17.8328,6.14,Taurus
1236,HR 1236,59.0164,-63.4637,6.14,Reticulum
1248,HR 1248,61.6618,65.5208,6.14,Camelopardalis
1297,HR 1297,63.2135,22.4135,6.14,Taurus
1413,HR 1413,67.0152,1.8586,6.14,Taurus
1600,HR 1600,74.7476,14.5432,6.14,Orion
1626,HR 1626,76.0607,30.4946,6.14,Auriga
2006,30 Cam,88.0719,58.9641,6.14,Camelopardalis
2080,HR 2080,89.9498,54.5470,6.14,Auriga
2432,HR 2432,99.4696,4.9567,6.14,Monoceros
2440,HR 2440,99.5852,-2.5439,6.14,Monoceros
2842,HR 2842,111.1973,-37.2912,6.14,Puppis
3041,HR 3041,117.0356,-40.6524,6.14,Puppis
3092,HR 3092,118.6663,-34.8467,6.14,Puppis
3139,HR 3139,119.3032,-63.2968,6.14,Carina
3285,HR 3285,125.6257,-6.1792,6.14,Hydra
3528,HR 3528,133.4820,35.5383,6.14,Lynx
3651,HR 3651,138.0537,3.8670,6.14,Hydra
3713,HR 3713,139.4653,-67.0509,6.14,Carina
3697,HR 3697,140.1824,51.2661,6.14,Ursa Major
3760,HR 3760,142.3518,-2.2052,6.14,Hydra
3971,HR 3971,150.8922,-61.8840,6.14,Carina
3992,HR 3992,152.3826,-35.8568,6.14,Antlia
4474,HR 4474,174.4709,50.6182,6.14,Ursa Major
4610,HR 4610,181.4156,62.9331,6.14,Ursa Major
4881,HR 4881,192.9913,-26.7383,6.14,Hydra
5092,HR 5092,203.0225,-38.3988,6.14,Centaurus
5234,HR 5234,209.0832,-54.1324,6.14,Centaurus
5246,HR 5246,209.3655,-23.0226,6.14,Hydra
5310,HR 5310,212.8130,32.2959,6.14,Boötes
5716,HR 5716,230.1736,44.4344,6.14,Boötes
5703,ο Lib,230.2557,-15.5483,6.14,Libra
5898,HR 5898,238.7193,-60.7437,6.14,Triangulum Australe
6049,HR 6049,243.8498,-42.8994,6.14,Norma
6068,HR 6068,243.9472,27.4221,6.14,Corona Borealis
6089,HR 6089,246.3423,-63.1252,6.14,Triangulum Australe
6209,HR 6209,250.9753,-41.1133,6.14,Scorpius
6470,HR 6470,261.2611,-34.6961,6.14,Scorpius
6655,HR 6655,267.7016,22.3163,6.14,Hercules
6657,HR 6657,268.3316,-34.7308,6.14,Scorpius
6747,HR 6747,271.1557,1.9190,6.14,Ophiuchus
6820,HR 6820,273.3190,21.8803,6.14,Hercules
6873,HR 6873,275.3683,5.4357,6.14,Serpens
6889,HR 6889,276.3403,-35.9920,6.14,Sagittarius
7144,HR 7144,284.1067,2.4712,6.14,Serpens
7159,HR 7159,284.6035,-22.5295,6.14,Sagittarius
7388,HR 7388,292.4692,-55.4418,6.14,Telescopium
7491,HR 7491,295.9067,-37.5388,6.14,Sagittarius
7530,HR 7530,296.4640,35.0128,6.14,Cygnus
7547,HR 7547,296.8618,47.9076,6.14,Cygnus
7598,HR 7598,298.6675,7.1404,6.14,Aquila
7651,HR 7651,299.8139,52.0557,6.14,Cygnus
7687,HR 7687,301.2781,51.8394,6.14,Cygnus
7803,HR 7803,306.1562,1.0684,6.14,Aquila
7860,HR 7860,307.9438,56.7799,6.14,Cygnus
8090,HR 8090,317.1173,6.9894,6.14,Equuleus
8226,HR 8226,322.2197,55.4187,6.14,Cepheus
8359,HR 8359,328.4907,6.8648,6.14,Pegasus
8492,HR 8492,334.1561,-25.8982,6.14,Piscis Austrinus
8648,HR 8648,340.5867,53.9087,6.14,Lacerta
8682,HR 8682,342.1995,54.4149,6.14,Lacerta
8689,HR 8689,343.0416,-63.1887,6.14,Tucana
115,HR 115,7.4662,-14.8641,6.15,Cetus
202,HR 202,11.2494,-53.7149,6.15,Phoenix
201,HR 201,11.3505,-4.6292,6.15,Cetus
203,18 Cet,11.3695,-12.8808,6.15,Cetus
255,21 Cet,13.5733,-8.7407,6.15,Cetus
428,HR 428,22.7169,66.0981,6.15,Cassiopeia
593,σ Hyi,28.9596,-78.3485,6.15,Hydrus
821,HR 821,41.0441,-52.5706,6.15,Horologium
877,HR 877,44.2691,4.5010,6.15,Cetus
950,HR 950,48.0398,42.3759,6.15,Perseus
973,HR 973,49.0185,45.3461,6.15,Perseus
1362,HR 1362,65.1610,-6.2460,6.15,Eridanus
1358,HR 1358,65.2197,13.8644,6.15,Taurus
1595,HR 1595,74.4362,-14.2319,6.15,Eridanus
1662,13 Ori,76.9096,9.4718,6.15,Orion
1688,HR 1688,78.7975,59.4057,6.15,Camelopardalis
1717,HR 1717,78.8271,-1.4090,6.15,Orion
1728,17 Aur,79.5787,33.7673,6.15,Auriga
HD36558,HD 36558,83.1582,0.0119,6.15,Orion
1857,19 Cam,84.3128,64.1547,6.15,Camelopardalis
1926,Nu-1 Col,84.3188,-27.8714,6.15,Columba
1965,HR 1965,85.5603,-17.5304,6.15,Lepus
2107,1 Mon,89.7545,-9.3822,6.15,Monoceros
2171,Pi-1 Col,91.6710,-42.2988,6.15,Columba
2147,HR 2147,91.8615,41.8543,6.15,Auriga
2195,HR 2195,92.7551,-6.7542,6.15,Monoceros
2410,HR 2410,97.7944,-61.8795,6.15,Pictor
2468,HR 2468,99.5016,-61.5334,6.15,Pictor
2677,HR 2677,106.3834,-34.7777,6.15,Puppis
2713,HR 2713,108.0312,5.4743,6.15,Canis Minor
3177,HR 3177,121.4370,-33.5694,6.15,Puppis
3253,HR 3253,123.9951,-35.9032,6.15,Puppis
3286,HR 3286,125.3508,-39.6207,6.15,Puppis
3637,HR 3637,137.1814,-26.7676,6.15,Pyxis
3766,HR 3766,142.3175,-38.4035,6.15,Antlia
3872,HR 3872,145.8650,-51.2281,6.15,Vela
4097,HR 4097,156.7520,19.3645,6.15,Leo
4223,43 LMi,162.2385,29.4161,6.15,Leo Minor
4296,HR 4296,165.0346,-51.8178,6.15,Vela
4445,HR 4445,173.0970,-26.7468,6.15,Hydra
4533,HR 4533,177.2553,-0.3187,6.15,Virgo
4675,HR 4675,184.4470,-36.0940,6.15,Centaurus
4749,HR 4749,187.1404,-56.4078,6.15,Crux
4953,HR 4953,196.5953,62.0419,6.15,Ursa Major
5342,HR 5342,214.1257,-3.1963,6.15,Virgo
5507,HR 5507,221.3358,18.8850,6.15,Boötes
5524,HR 5524,222.0973,24.3669,6.15,Boötes
5522,HR 5522,222.2254,-0.8477,6.15,Libra
5529,HR 5529,222.2783,37.8112,6.15,Boötes
5752,HR 5752,232.1850,47.2015,6.15,Boötes
5858,Tau-8 Ser,236.1756,17.2642,6.15,Serpens
5910,HR 5910,238.6255,-27.3386,6.15,Scorpius
6005,HR 6005,241.8424,21.8226,6.15,Serpens
6296,HR 6296,254.3583,-10.9634,6.15,Ophiuchus
6347,HR 6347,256.6182,-35.4510,6.15,Scorpius
6560,HR 6560,263.3817,57.5587,6.15,Draco
6864,HR 6864,275.5006,-28.4300,6.15,Sagittarius
6898,HR 6898,276.2384,-1.5794,6.15,Serpens
7232,HR 7232,286.7187,-37.8107,6.15,Corona Australis
7654,HR 7654,299.6197,63.5341,6.15,Draco
7698,HR 7698,306.2284,-83.3106,6.15,Octans
8155,HR 8155,319.7305,41.0405,6.15,Cygnus
8145,HR 8145,320.0395,-45.0219,6.15,Indus
8581,HR 8581,337.8263,-6.5552,6.15,Aquarius
8580,HR 8580,337.8267,-2.9113,6.15,Aquarius
8577,HR 8577,338.8600,-78.7716,6.15,Octans
8732,HR 8732,344.6459,-35.5232,6.15,Piscis Austrinus
8783,HR 8783,346.3036,-17.0792,6.15,Aquarius
8855,HR 8855,349.5834,-67.4712,6.15,Indus
101,10 Cet,6.6559,-0.0495,6.16,Cetus
388,HR 388,20.1159,-11.2390,6.16,Cetus
709,66 And,36.9657,50.5700,6.16,Andromeda
1344,HR 1344,65.0415,31.9532,6.16,Perseus
1692,HR 1692,78.6845,53.2139,6.16,Auriga
1923,HR 1923,84.4724,-4.8140,6.16,Orion
2036,HR 2036,87.8692,-22.9269,6.16,Lepus
2179,HR 2179,92.4010,-5.7114,6.16,Monoceros
2325,HR 2325,96.6435,-4.5974,6.16,Monoceros
2342,HR 2342,97.0784,10.3039,6.16,Monoceros
2373,HR 2373,97.6453,-13.1482,6.16,Canis Major
2475,HR 2475,100.3090,-40.3498,6.16,Puppis
2517,HR 2517,102.2652,1.0021,6.16,Monoceros
2557,HR 2557,103.8111,43.9100,6.16,Auriga
2936,HR 2936,114.9754,32.0097,6.16,Gemini
2976,HR 2976,115.3480,-22.3367,6.16,Puppis
3038,HR 3038,116.0545,-69.8216,6.16,Volans
3054,HR 3054,117.7302,-11.1286,6.16,Monoceros
3093,HR 3093,119.0996,4.4856,6.16,Canis Minor
3379,HR 3379,129.9276,73.6297,6.16,Camelopardalis
3618,HR 3618,136.7498,1.4627,6.16,Hydra
3707,HR 3707,140.3632,32.9022,6.16,Cancer
4010,HR 4010,153.0956,-52.1632,6.16,Vela
4038,HR 4038,153.8194,-54.9742,6.16,Vela
4070,42 Leo,155.4596,14.9758,6.16,Leo
4279,HR 4279,164.3158,-75.0998,6.16,Carina
4290,HR 4290,164.8084,-61.3207,6.16,Carina
HD96088,HD 96088,166.0010,-57.9553,6.16,Carina
4524,HR 4524,176.7793,-35.9069,6.16,Centaurus
4592,HR 4592,180.3718,-57.5038,6.16,Crux
4628,HR 4628,182.5106,-34.7047,6.16,Hydra
4694,HR 4694,185.0740,26.0019,6.16,Coma Berenices
4841,HR 4841,191.2586,-68.8308,6.16,Musca
4991,HR 4991,198.4905,-43.1391,6.16,Centaurus
5156,HR 5156,205.5532,8.3884,6.16,Boötes
5243,HR 5243,208.9583,14.0565,6.16,Boötes
5280,HR 5280,210.7490,50.9718,6.16,Ursa Major
5631,HR 5631,226.9180,5.4980,6.16,Virgo
5639,HR 5639,227.2230,13.2352,6.16,Boötes
5701,28 Lib,230.2237,-18.1587,6.16,Libra
5979,HR 5979,241.8504,-56.1910,6.16,Norma
6167,HR 6167,249.7196,-60.9904,6.16,Ara
6259,HR 6259,252.6798,32.5537,6.16,Hercules
6348,HR 6348,255.3206,60.6488,6.16,Draco
6522,HR 6522,263.1026,-34.2794,6.16,Scorpius
6609,61 Oph,266.1421,2.5794,6.16,Ophiuchus
7025,HR 7025,276.0383,83.1754,6.16,Draco
7569,HR 7569,298.0143,11.6283,6.16,Aquila
7634,HR 7634,299.0793,56.6870,6.16,Cygnus
7684,HR 7684,301.1200,48.2297,6.16,Cygnus
7793,HR 7793,305.7182,14.5511,6.16,Delphinus
8275,HR 8275,324.4117,54.0422,6.16,Cygnus
8290,HR 8290,325.1804,54.8721,6.16,Cygnus
8421,HR 8421,331.3188,46.7448,6.16,Lacerta
8495,HR 8495,334.1402,-1.5964,6.16,Aquarius
8553,HR 8553,336.8604,39.8100,6.16,Lacerta
8788,HR 8788,346.5756,18.5178,6.16,Pegasus
54,HR 54,3.7427,-34.9042,6.17,Sculptor
405,HR 405,21.1664,-15.6605,6.17,Cetus
406,HR 406,21.2028,-2.8486,6.17,Cetus
443,HR 443,22.9125,-45.5757,6.17,Phoenix
679,HR 679,35.1730,47.3108,6.17,Andromeda
706,HR 706,36.1410,-40.8405,6.17,Phoenix
735,HR 735,37.6366,-22.5453,6.17,Cetus
751,HR 751,38.7672,7.4710,6.17,Cetus
861,HR 861,44.1027,64.3324,6.17,Cassiopeia
974,HR 974,48.4081,-29.8041,6.17,Fornax
983,HR 983,49.0036,-5.9187,6.17,Eridanus
1183,HR 1183,57.4314,23.7119,6.17,Taurus
1675,HR 1675,78.2618,61.8500,6.17,Camelopardalis
1794,HR 1794,81.7263,35.4573,6.17,Auriga
1943,23 Cam,86.0352,61.4765,6.17,Camelopardalis
1885,HR 1885,90.3341,85.1821,6.17,Cepheus
2355,HR 2355,97.3117,2.6462,6.17,Monoceros
2370,HR 2370,97.7898,11.2514,6.17,Monoceros
2430,HR 2430,99.4180,2.7042,6.17,Monoceros
2644,HR 2644,106.4159,52.7586,6.17,Lynx
2810,58 Gem,110.8672,22.9453,6.17,Gemini
2982,HR 2982,115.7726,0.1893,6.17,Canis Minor
3050,HR 3050,117.6975,3.2773,6.17,Canis Minor
3516,HR 3516,132.5902,-28.6176,6.17,Pyxis
3558,HR 3558,134.2845,17.1438,6.17,Cancer
4029,HR 4029,153.8370,-36.5177,6.17,Antlia
4269,HR 4269,164.0702,22.3517,6.17,Leo
4491,HR 4491,174.9597,-16.6202,6.17,Crater
4553,HR 4553,178.3617,-35.0666,6.17,Hydra
4999,HR 4999,198.7894,-36.3714,6.17,Centaurus
5043,HR 5043,200.7860,-33.1899,6.17,Centaurus
5066,HR 5066,202.1951,-69.6272,6.17,Musca
5224,HR 5224,208.4671,-35.3144,6.17,Centaurus
5572,HR 5572,224.6523,-39.9072,6.17,Centaurus
6198,HR 6198,249.2291,63.0728,6.17,Draco
6177,HR 6177,250.2102,-60.4464,6.17,Ara
6379,HR 6379,255.4170,75.2975,6.17,Ursa Minor
6412,HR 6412,259.0594,2.1862,6.17,Ophiuchus
6474,HR 6474,261.2760,-24.2437,6.17,Ophiuchus
6475,HR 6475,261.7348,-51.9488,6.17,Ara
6666,HR 6666,268.2647,-10.8996,6.17,Serpens
6828,HR 6828,274.9171,-63.8866,6.17,Pavo
7097,HR 7097,283.2496,-46.5863,6.17,Telescopium
7095,HR 7095,283.2598,-48.3609,6.17,Telescopium
7492,HR 7492,295.1715,43.0778,6.17,Cygnus
7636,HR 7636,299.8443,1.3777,6.17,Aquila
7778,HR 7778,305.0855,14.5693,6.17,Delphinus
7938,HR 7938,310.6654,60.6013,6.17,Cepheus
8036,HR 8036,314.6290,41.9399,6.17,Cygnus
8144,HR 8144,319.3466,42.6836,6.17,Cygnus
8242,HR 8242,322.8644,52.6199,6.17,Cygnus
8259,HR 8259,323.6144,51.6985,6.17,Cygnus
8234,HR 8234,324.7341,-79.4426,6.17,Octans
8332,HR 8332,326.9093,-5.9168,6.17,Aquarius
8374,HR 8374,328.8358,61.5418,6.17,Cepheus
8362,π Ind,329.0585,-57.8996,6.17,Indus
8443,HR 8443,331.8566,53.3074,6.17,Lacerta
8497,HR 8497,334.2493,-23.1402,6.17,Aquarius
8733,HR 8733,344.4197,39.3088,6.17,Lacerta
8734,HR 8734,344.5648,-2.3954,6.17,Pisces
8879,HR 8879,350.1704,-5.9080,6.17,Aquarius
9079,HR 9079,0.1289,59.5597,6.18,Cassiopeia
14,HR 14,2.0504,-2.4477,6.18,Pisces
36,HR 36,2.9961,48.1524,6.18,Andromeda
119,HR 119,7.6159,-40.9396,6.18,Phoenix
112,HR 112,7.7266,77.0194,6.18,Cassiopeia
121,13 Cas,7.8550,66.5196,6.18,Cassiopeia
156,HR 156,9.2800,24.0141,6.18,Andromeda
181,HR 181,10.6293,58.7534,6.18,Cassiopeia
407,HR 407,21.3987,23.5115,6.18,Pisces
468,HR 468,24.1866,-58.2710,6.18,Hydrus
499,HR 499,26.0748,57.5366,6.18,Cassiopeia
524,HR 524,26.8196,-41.7599,6.18,Phoenix
943,HR 943,46.9619,-27.8312,6.18,Fornax
1110,HR 1110,54.8573,16.5367,6.18,Taurus
1160,HR 1160,57.0753,50.7368,6.18,Perseus
1225,HR 1225,59.1581,-9.7508,6.18,Eridanus
1352,HR 1352,65.7414,59.6162,6.18,Camelopardalis
1419,HR 1419,67.6600,32.4578,6.18,Perseus
1499,95 Tau,70.8073,24.0889,6.18,Taurus
1525,HR 1525,71.6073,-28.0874,6.18,Eridanus
1803,HR 1803,81.4459,0.5202,6.18,Orion
1796,HR 1796,81.7137,33.2623,6.18,Auriga
1809,HR 1809,81.8079,15.2576,6.18,Orion
2059,HR 2059,82.5580,-84.7851,6.18,Mensa
1972,HR 1972,85.5483,-30.5354,6.18,Columba
2000,HR 2000,86.7825,-16.2381,6.18,Lepus
1976,HR 1976,87.2694,62.8082,6.18,Camelopardalis
2110,HR 2110,90.2919,31.0345,6.18,Auriga
2202,HR 2202,92.9322,-4.6654,6.18,Monoceros
2416,HR 2416,98.3596,-52.3292,6.18,Carina
2474,HR 2474,100.7776,3.0338,6.18,Monoceros
2931,HR 2931,114.8000,24.2225,6.18,Gemini
3021,82 Gem,117.1402,23.1410,6.18,Gemini
3179,HR 3179,121.3346,-46.9784,6.18,Vela
3271,HR 3271,125.0542,-0.9093,6.18,Hydra
3348,HR 3348,127.8332,37.2649,6.18,Lynx
3411,HR 3411,129.3632,-4.9340,6.18,Hydra
3831,HR 3831,144.1059,-48.7512,6.18,Vela
3837,HR 3837,144.1931,-52.9437,6.18,Vela
3859,HR 3859,146.1525,64.9841,6.18,Ursa Major
3949,HR 3949,149.2493,-69.1018,6.18,Carina
3966,HR 3966,150.7498,-60.1787,6.18,Carina
4008,HR 4008,153.7819,59.9855,6.18,Ursa Major
4105,HR 4105,156.1856,-73.9717,6.18,Carina
4093,HR 4093,156.3217,-42.4674,6.18,Vela
4272,HR 4272,164.9874,77.7702,6.18,Draco
4478,HR 4478,174.5410,8.8838,6.18,Virgo
4580,HR 4580,179.7639,0.5307,6.18,Virgo
4654,HR 4654,183.6809,53.4346,6.18,Ursa Major
4911,HR 4911,193.9719,-15.3270,6.18,Corvus
4980,HR 4980,198.2321,-59.8166,6.18,Centaurus
5016,HR 5016,199.6453,-51.2858,6.18,Centaurus
5038,HR 5038,200.7188,-47.9432,6.18,Centaurus
5086,HR 5086,202.5003,7.1789,6.18,Virgo
5170,85 Vir,206.3961,-15.7675,6.18,Virgo
5270,HR 5270,210.6327,9.6861,6.18,Boötes
5268,HR 5268,210.7572,-31.6840,6.18,Centaurus
5286,HR 5286,211.5455,-43.0917,6.18,Centaurus
5368,HR 5368,214.9206,0.3843,6.18,Virgo
5406,104 Vir,216.8516,-6.1203,6.18,Virgo
5536,HR 5536,222.7504,-0.2575,6.18,Virgo
5611,HR 5611,226.9865,-65.2754,6.18,Triangulum Australe
5672,HR 5672,227.6850,67.7810,6.18,Ursa Minor
5662,26 Lib,228.6407,-17.7686,6.18,Libra
5688,HR 5688,229.6721,-31.2093,6.18,Lupus
6006,HR 6006,242.3823,-32.6490,6.18,Scorpius
6067,HR 6067,244.2304,-3.9533,6.18,Ophiuchus
6226,HR 6226,250.7435,55.6901,6.18,Draco
