hr,name,ra_deg,dec_deg,magnitude,constellation
2861,65 Gem,112.4532,27.9161,5.01,Gemini
3079,HR 3079,118.0654,-34.7054,5.01,Puppis
3407,HR 3407,128.6817,-49.9442,5.01,Vela
3819,HR 3819,143.5367,-51.2553,5.01,Vela
4181,HR 4181,160.7668,69.0762,5.01,Ursa Major
4492,HR 4492,174.8734,-65.3978,5.01,Musca
4682,HR 4682,184.7491,-55.1430,5.01,Centaurus
4728,6 CVn,186.4623,39.0186,5.01,Canes Venatici
4765,4 Dra,187.5280,69.2011,5.01,Draco
6452,HR 6452,260.0786,18.0571,5.01,Hercules
7546,ζ Sge,297.2444,19.1420,5.01,Sagitta
7614,61 Sgr,299.4876,-15.4915,5.01,Sagittarius
1414,79 Tau,67.2090,13.0476,5.02,Taurus
1773,σ Aur,81.1631,37.3853,5.02,Auriga
3808,HR 3808,143.3019,-21.1157,5.02,Hydra
4143,HR 4143,158.2370,-47.0034,5.02,Vela
4258,46 UMa,163.9350,33.5069,5.02,Ursa Major
5247,9 Boo,209.1424,27.4921,5.02,Boötes
5543,HR 5543,223.2128,-37.8032,5.02,Centaurus
5714,11 UMi,229.2745,71.8239,5.02,Ursa Minor
6656,30 Dra,267.2679,50.7811,5.02,Draco
6701,35 Dra,267.3623,76.9629,5.02,Draco
6891,HR 6891,275.3861,49.1216,5.02,Draco
7040,4 Aql,281.2081,2.0600,5.02,Aquila
7145,Xi-1 Sgr,284.3353,-20.6563,5.02,Sagittarius
7362,Chi-1 Sgr,291.3187,-24.5086,5.02,Sagittarius
8326,θ PsA,326.9340,-30.8983,5.02,Piscis Austrinus
613,κ Ari,31.6413,22.6483,5.03,Aries
1549,60 Eri,72.5484,-16.2172,5.03,Eridanus
2140,HR 2140,90.8150,-26.2845,5.03,Lepus
2770,HR 2770,109.2059,-36.5926,5.03,Puppis
3015,4 Pup,116.4870,-14.5638,5.03,Puppis
3359,HR 3359,127.3645,-44.7248,5.03,Vela
4277,Chalawan,164.8668,40.4303,5.03,Ursa Major
4792,24 Com,188.7823,18.3771,5.03,Coma Berenices
5150,82 Vir,205.4032,-8.7030,5.03,Virgo
5316,HR 5316,213.7381,-57.0861,5.03,Centaurus
6270,51 Her,252.9386,24.6564,5.03,Hercules
6316,HR 6316,255.4693,-32.1435,5.03,Scorpius
6433,HR 6433,259.6541,10.8645,5.03,Ophiuchus
7049,46 Dra,280.6581,55.5395,5.03,Draco
7329,η Tel,290.7133,-54.4239,5.03,Telescopium
7414,36 Aql,292.6660,-2.7889,5.03,Aquila
7576,20 Cyg,297.6572,52.9880,5.03,Cygnus
8008,32 Vul,313.6402,28.0576,5.03,Vulpecula
9091,ζ Scl,0.5830,-29.7204,5.04,Sculptor
324,41 And,17.0034,43.9421,5.04,Andromeda
520,HR 520,26.5259,-53.5220,5.04,Eridanus
969,HR 969,49.0509,50.9377,5.04,Perseus
1503,β Cae,70.5145,-37.1443,5.04,Caelum
2108,2 Mon,89.7680,-9.5582,5.04,Monoceros
2196,HR 2196,91.7641,-62.1546,5.04,Pictor
2241,74 Ori,94.1109,12.2722,5.04,Orion
2459,Psi-4 Aur,100.7708,44.5245,5.04,Auriga
2808,57 Gem,110.8688,25.0505,5.04,Gemini
2938,74 Gem,114.8691,17.6745,5.04,Gemini
2998,HR 2998,115.7380,-45.1731,5.04,Puppis
3187,HR 3187,121.6681,-45.2660,5.04,Vela
4605,κ Cha,181.1942,-76.5191,5.04,Chamaeleon
4981,53 Vir,198.0148,-16.1986,5.04,Virgo
5042,Iot-1 Mus,201.2804,-74.8878,5.04,Musca
5071,HR 5071,202.3552,-51.1651,5.04,Centaurus
5664,δ Cir,229.2371,-60.9573,5.04,Circinus
5694,5 Ser,229.8283,1.7654,5.04,Serpens
5763,Nu-1 Boo,232.7323,40.8330,5.04,Boötes
5902,λ Lib,238.3336,-20.1670,5.04,Libra
8154,68 Cyg,319.6133,43.9459,5.04,Cygnus
8266,74 Cyg,324.2374,40.4135,5.04,Cygnus
8400,16 Cep,329.8128,73.1799,5.04,Cepheus
8610,Situla,339.4391,-4.2281,5.04,Aquarius
989,31 Per,49.7818,50.0950,5.05,Perseus
1180,Pleione,57.2967,24.1367,5.05,Taurus
1663,Eta-2 Pic,76.2416,-49.5778,5.05,Pictor
1740,19 Aur,80.0038,33.9581,5.05,Auriga
2462,HR 2462,99.6568,-48.2202,5.05,Puppis
2609,HR 2609,115.1294,87.0201,5.05,Cepheus
3430,HR 3430,129.7830,-22.6619,5.05,Pyxis
6775,99 Her,271.7565,30.5621,5.05,Hercules
8469,λ Cep,332.8774,59.4145,5.05,Cepheus
8815,57 Peg,347.3811,8.6772,5.05,Pegasus
8878,7 Psc,350.0858,5.3813,5.05,Pisces
9013,HR 9013,356.9781,67.8068,5.05,Cepheus
1105,HR 1105,55.5389,63.2168,5.06,Camelopardalis
1723,HR 1723,78.8516,-26.9435,5.06,Lepus
1771,HR 1771,80.4427,-24.7730,5.06,Lepus
2221,ν Dor,92.1846,-68.8434,5.06,Dorado
2205,HR 2205,92.9659,-6.5503,5.06,Monoceros
2344,10 Mon,96.9899,-4.7622,5.06,Monoceros
2909,HR 2909,113.5776,-23.4737,5.06,Puppis
3280,HR 3280,124.5783,-65.6132,5.06,Volans
3976,HR 3976,151.5467,-47.3700,5.06,Vela
4288,49 UMa,165.2101,39.2121,5.06,Ursa Major
5336,ε Aps,215.5966,-80.1089,5.06,Apus
6371,HR 6371,257.6764,-44.5577,5.06,Scorpius
7495,HR 7495,295.2090,45.5249,5.06,Cygnus
7489,55 Sgr,295.6297,-16.1240,5.06,Sagittarius
7660,26 Cyg,300.3398,50.1047,5.06,Cygnus
7894,28 Vul,309.6330,24.1160,5.06,Vulpecula
7984,56 Cyg,312.5204,44.0593,5.06,Cygnus
7968,ι Ind,312.8752,-51.6082,5.06,Indus
8092,ο Pav,318.3353,-70.1263,5.06,Pavo
9036,φ Peg,358.1220,19.1203,5.06,Pegasus
136,Bet-3 Tuc,8.1827,-63.0315,5.07,Tucana
225,64 Psc,12.2446,16.9406,5.07,Pisces
962,94 Cet,48.1935,-1.1961,5.07,Cetus
1443,δ Cae,67.7087,-44.9537,5.07,Caelum
1467,3 Cam,69.9779,53.0795,5.07,Camelopardalis
1787,27 Ori,81.1205,-0.8913,5.07,Orion
2619,HR 2619,104.6046,-34.1117,5.07,Puppis
2717,51 Gem,108.3428,16.1590,5.07,Gemini
2857,64 Gem,112.3352,28.1183,5.07,Gemini
3035,HR 3035,116.8541,-38.5111,5.07,Puppis
3779,6 Leo,142.9899,9.7158,5.07,Leo
3860,ζ Cha,143.4729,-80.9413,5.07,Chamaeleon
3849,κ Hya,145.0765,-14.3323,5.07,Hydra
3909,γ Sex,148.1268,-8.1050,5.07,Sextans
4146,48 Leo,158.7001,6.9537,5.07,Leo
4441,Omi-1 Cen,172.9420,-59.4421,5.07,Centaurus
5312,50 Hya,213.1918,-27.2612,5.07,Hydra
6185,17 Dra,249.0572,52.9244,5.07,Draco
6388,HR 6388,257.3886,40.7770,5.07,Hercules
6566,27 Dra,262.9912,68.1350,5.07,Draco
6938,Del-2 Tel,278.0081,-45.7574,5.07,Telescopium
7248,18 Aql,286.7442,11.0712,5.07,Aquila
7896,κ Del,309.7824,10.0862,5.07,Delphinus
8343,14 Peg,327.4612,30.1742,5.07,Pegasus
8428,19 Cep,331.2866,62.2798,5.07,Cepheus
6402,Guniibuu B,258.8360,-26.6032,5.07,Ophiuchus
144,HR 144,9.0346,54.1684,5.08,Cassiopeia
1174,30 Tau,57.0678,11.1433,5.08,Taurus
1478,Sig-1 Tau,69.7884,15.7998,5.08,Taurus
1547,97 Tau,72.8436,18.8399,5.08,Taurus
1686,HR 1686,80.6405,79.2311,5.08,Camelopardalis
1805,φ Aur,81.9120,34.4759,5.08,Auriga
2261,α Men,92.5595,-74.7530,5.08,Mensa
2508,HR 2508,101.9051,-8.9985,5.08,Monoceros
3116,HR 3116,119.3268,-44.1099,5.08,Puppis
3350,HR 3350,126.9025,-53.0885,5.08,Vela
3881,HR 3881,147.1472,46.0210,5.08,Ursa Major
4119,β Sex,157.5728,-0.6370,5.08,Sextans
4145,44 Hya,158.5037,-23.7452,5.08,Hydra
4164,HR 4164,159.0856,-59.5644,5.08,Carina
4192,41 LMi,160.8540,23.1884,5.08,Leo Minor
4395,λ Crt,170.8412,-18.7800,5.08,Crater
4899,Mu-2 Cru,193.6538,-57.1687,5.08,Crux
5551,θ Cir,224.1833,-62.7810,5.08,Circinus
7119,HR 7119,283.6796,-15.6030,5.08,Scutum
7688,17 Vul,301.7225,23.6144,5.08,Vulpecula
7814,π Cap,306.8300,-18.2117,5.08,Capricornus
8351,μ Cap,328.3240,-13.5518,5.08,Capricornus
8615,31 Cep,338.9412,73.6432,5.08,Cepheus
236,λ Hyi,12.1467,-74.9234,5.09,Hydrus
563,ι Ari,29.3377,17.8175,5.09,Aries
1046,HR 1046,52.5009,55.4518,5.09,Camelopardalis
1523,HR 1523,75.0863,81.1941,5.09,Cepheus
2395,HR 2395,98.4080,-1.2202,5.09,Monoceros
2795,56 Gem,110.4869,20.4437,5.09,Gemini
2862,HR 2862,111.5910,-51.0185,5.09,Carina
3123,12 Pup,119.7738,-23.3104,5.09,Puppis
3240,HR 3240,123.4930,-36.3223,5.09,Puppis
3527,HR 3527,132.6394,-46.5292,5.09,Vela
3753,HR 3753,141.5749,-53.3789,5.09,Vela
3870,HR 3870,146.6319,57.1281,5.09,Ursa Major
3898,HR 3898,147.4881,-45.7327,5.09,Vela
4401,HR 4401,170.8392,-64.9547,5.09,Musca
4663,6 Com,184.0008,14.8991,5.09,Coma Berenices
5895,36 Ser,237.8150,-3.0905,5.09,Serpens
6017,HR 6017,242.7587,-29.4162,5.09,Scorpius
6644,87 Her,267.2048,25.6229,5.09,Hercules
6862,HR 6862,275.5774,-38.6569,5.09,Corona Australis
7679,η Sge,301.2896,19.9911,5.09,Sagitta
8284,75 Cyg,325.0462,43.2738,5.09,Cygnus
8356,16 Peg,328.2657,25.9251,5.09,Pegasus
8424,HR 8424,331.5081,45.0143,5.09,Lacerta
8481,ε Oct,335.0063,-80.4397,5.09,Octans
8766,2 And,345.6515,42.7578,5.09,Andromeda
8893,66 Peg,350.7690,12.3139,5.09,Pegasus
8991,77 Peg,355.8432,10.3315,5.09,Pegasus
873,21 Per,44.3220,31.9342,5.10,Perseus
1015,Tau-2 Ari,50.6885,20.7421,5.10,Aries
1230,HR 1230,62.5116,80.6987,5.10,Cepheus
1381,66 Tau,65.9659,9.4610,5.10,Taurus
2064,ε Dor,87.4731,-66.9012,5.10,Dorado
4532,HR 4532,177.1879,-26.7498,5.10,Hydra
5006,HR 5006,199.2214,-31.5062,5.10,Centaurus
5392,HR 5392,216.0473,5.8201,5.10,Virgo
5966,5 Her,240.3097,17.8184,5.10,Hercules
6204,HR 6204,251.6667,-67.1097,5.10,Triangulum Australe
6460,HR 6460,261.0545,-44.1626,5.10,Scorpius
6794,101 Her,272.2203,20.0452,5.10,Hercules
7319,23 Aql,289.6354,1.0851,5.10,Aquila
8277,25 Aqr,324.8886,2.2436,5.10,Aquarius
8311,46 Cap,326.2511,-9.0824,5.10,Capricornus
8752,HR 8752,345.0213,56.9454,5.10,Cassiopeia
9032,Gam-1 Oct,358.0278,-82.0188,5.10,Octans
433,48 Cet,22.4006,-21.6293,5.11,Cetus
1214,HR 1214,58.4123,-34.7323,5.11,Eridanus
1673,68 Eri,77.1821,-4.4562,5.11,Eridanus
2511,43 Cam,103.4260,68.8883,5.11,Camelopardalis
2790,HR 2790,109.6591,-36.7427,5.11,Puppis
3928,19 LMi,149.4212,41.0556,5.11,Leo Minor
4338,HR 4338,167.1417,-61.9472,5.11,Carina
5058,HR 5058,201.5322,-39.7551,5.11,Centaurus
5891,κ TrA,238.8734,-68.6030,5.11,Triangulum Australe
6903,μ Lyr,276.0575,39.5072,5.11,Lyra
7021,λ CrA,280.9456,-38.3234,5.11,Corona Australis
7312,59 Dra,287.2907,76.5605,5.11,Draco
7875,Phi-2 Pav,310.0102,-60.5489,5.11,Pavo
7943,ι Mic,312.1213,-43.9885,5.11,Microscopium
8383,HR 8383,329.1631,63.6256,5.11,Cepheus
8488,Mu-2 Gru,334.1107,-41.6272,5.11,Grus
8621,HR 8621,339.6579,56.7956,5.11,Lacerta
8656,13 Lac,341.0228,41.8192,5.11,Lacerta
558,φ Phe,28.5918,-42.4969,5.12,Phoenix
934,μ Hor,45.9036,-59.7378,5.12,Horologium
1657,66 Eri,76.6902,-4.6552,5.12,Eridanus
2719,HR 2719,107.6979,-48.9321,5.12,Puppis
2793,65 Aur,110.5110,36.7606,5.12,Auriga
3002,HR 3002,115.9246,-40.9337,5.12,Puppis
3059,ζ CMi,117.9249,1.7669,5.12,Canis Minor
3692,HR 3692,139.0960,-44.2657,5.12,Vela
3817,HR 3817,143.4356,-49.0051,5.12,Vela
4178,38 UMa,160.4862,65.7163,5.12,Ursa Major
4246,44 UMa,163.3937,54.5851,5.12,Ursa Major
4442,Omi-2 Cen,172.9533,-59.5156,5.12,Centaurus
4794,HR 4794,188.9398,-41.0219,5.12,Centaurus
4851,27 Com,191.6615,16.5777,5.12,Coma Berenices
6585,Cervantes,266.0363,-51.8341,5.12,Ara
6877,107 Her,275.2542,28.8700,5.12,Hercules
6944,HR 6944,277.8596,-18.4027,5.12,Sagittarius
6970,HR 6970,278.7600,-10.9772,5.12,Scutum
7418,Albireo B,292.6891,27.9653,5.12,Cygnus
7430,37 Aql,293.7802,-10.5604,5.12,Aquila
7560,ο Aql,297.7568,10.4157,5.12,Aquila
7846,ν Mic,308.4795,-44.5160,5.12,Microscopium
8516,47 Aqr,335.3982,-21.5982,5.12,Aquarius
8767,π PsA,345.8742,-34.7494,5.12,Piscis Austrinus
9087,29 Psc,0.4560,-3.0275,5.13,Pisces
46,HR 46,3.6151,-7.7805,5.13,Cetus
378,89 Psc,19.4498,3.6145,5.13,Pisces
724,φ For,37.0071,-33.8110,5.13,Fornax
1009,HR 1009,51.1690,64.5860,5.13,Camelopardalis
1895,The-1 Ori,83.8186,-5.3897,5.13,Orion
3262,χ Cnc,125.0161,27.2177,5.13,Cancer
3306,HR 3306,126.4782,7.5645,5.13,Cancer
4449,HR 4449,173.2255,-31.0872,5.13,Hydra
5299,HR 5299,211.9823,43.8545,5.13,Boötes
5607,HR 5607,226.3298,-41.0672,5.13,Lupus
5775,36 Lib,233.6555,-28.0470,5.13,Libra
6045,θ Nor,243.8139,-47.3720,5.13,Norma
6457,70 Her,260.2259,24.4994,5.13,Hercules
7295,53 Dra,287.9190,56.8592,5.13,Draco
8021,α Oct,316.1793,-77.0238,5.13,Octans
9069,π Phe,359.7323,-52.7458,5.13,Phoenix
152,HR 152,9.1935,44.4886,5.14,Andromeda
366,37 Cet,18.6002,-7.9228,5.14,Cetus
1061,4 Tau,52.6020,11.3364,5.14,Taurus
1177,42 Per,57.3862,33.0914,5.14,Perseus
1836,λ Dor,81.5803,-58.9125,5.14,Dorado
2130,64 Ori,90.8640,19.6906,5.14,Orion
2548,HR 2548,102.4776,-46.6146,5.14,Puppis
2490,42 Cam,102.7379,67.5719,5.14,Camelopardalis
2652,HR 2652,105.2145,-51.4026,5.14,Carina
2649,HR 2649,105.9086,10.9518,5.14,Gemini
2683,HR 2683,106.0764,-56.7497,5.14,Carina
2927,25 Mon,114.3195,-4.1110,5.14,Monoceros
3013,π Gem,116.8764,33.4157,5.14,Gemini
3121,HR 3121,119.4655,-45.5777,5.14,Puppis
3163,8 Cnc,121.2687,13.1182,5.14,Cancer
3244,HR 3244,123.4007,-46.9916,5.14,Vela
4221,HR 4221,161.7395,-56.7572,5.14,Vela
4423,HR 4423,172.1462,-42.6742,5.14,Centaurus
4475,HR 4475,174.2528,-61.2834,5.14,Centaurus
4646,HR 4646,183.0497,77.6162,5.14,Camelopardalis
4699,HR 4699,185.2321,-13.5657,5.14,Corvus
5023,21 CVn,199.5605,49.6821,5.14,Canes Venatici
5366,υ Vir,214.8853,-2.2655,5.14,Virgo
5800,μ CrB,233.8121,39.0101,5.14,Corona Borealis
5925,Xi-1 Lup,239.2229,-33.9661,5.14,Lupus
6424,ο Oph,259.5028,-24.2869,5.14,Ophiuchus
7127,ω Pav,284.6522,-60.2005,5.14,Pavo
7287,21 Aql,288.4279,2.2937,5.14,Aquila
7385,4 Vul,291.3692,19.7984,5.14,Vulpecula
7608,23 Cyg,298.3224,57.5235,5.14,Cygnus
7770,35 Cyg,304.6628,34.9828,5.14,Cygnus
7881,υ Pav,310.4878,-66.7607,5.14,Pavo
349,82 Psc,17.7782,31.4247,5.15,Pisces
602,χ Phe,30.4266,-44.7135,5.15,Phoenix
736,14 Tri,38.0257,36.1473,5.15,Triangulum
2260,HR 2260,94.4238,-16.8159,5.15,Canis Major
2999,HR 2999,116.6637,37.5174,5.15,Lynx
3476,HR 3476,130.9178,-49.8228,5.15,Vela
3508,35 Lyn,132.9868,43.7266,5.15,Lynx
3609,Sig-1 UMa,137.0980,66.8732,5.15,Ursa Major
3839,27 UMa,145.7384,72.2526,5.15,Ursa Major
4025,HR 4025,153.3778,-66.3728,5.15,Carina
4327,HR 4327,166.8196,-42.6387,5.15,Centaurus
4487,HR 4487,174.5306,-61.8266,5.15,Centaurus
4600,HR 4600,180.9146,-42.4341,5.15,Centaurus
4703,Zet-2 Mus,185.5307,-67.5221,5.15,Musca
4955,49 Vir,196.9742,-10.7404,5.15,Virgo
5174,HR 5174,206.7348,-36.2519,5.15,Centaurus
5497,54 Hya,221.5004,-25.4432,5.15,Hydra
5530,Alp-1 Lib,222.6716,-15.9972,5.15,Libra
5691,HR 5691,228.6589,67.3467,5.15,Ursa Minor
5667,HR 5667,229.0168,-41.4912,5.15,Lupus
5746,10 Ser,232.1593,1.8421,5.15,Serpens
6228,43 Her,251.4579,8.5826,5.15,Hercules
7647,25 Cyg,299.9800,37.0429,5.15,Cygnus
7897,1 Aqr,309.8537,0.4864,5.15,Aquarius
7900,υ Cap,310.0123,-18.1387,5.15,Capricornus
7947,Gam-1 Del,311.6619,16.1241,5.15,Delphinus
8826,59 Peg,347.9341,8.7201,5.15,Pegasus
82,ρ And,5.2803,37.9686,5.16,Andromeda
685,9 Per,35.5893,55.8457,5.16,Perseus
875,HR 875,44.1559,-3.7123,5.16,Eridanus
987,29 Per,49.6572,50.2222,5.16,Perseus
2049,HR 2049,87.7218,-52.1089,5.16,Pictor
2379,HR 2379,97.8460,-12.3920,5.16,Canis Major
3064,9 Pup,117.9429,-13.8980,5.16,Puppis
3260,HR 3260,123.8164,-62.9156,5.16,Carina
3627,Nahn,137.3397,22.0454,5.16,Cancer
4141,37 UMa,158.7903,57.0826,5.16,Ursa Major
5232,90 Vir,208.6756,-1.5031,5.16,Virgo
5593,η Cir,226.2005,-64.0314,5.16,Circinus
5739,Tau-1 Ser,231.4475,15.4280,5.16,Serpens
5780,HR 5780,233.6105,-9.1834,5.16,Libra
6942,HR 6942,278.0889,-39.7040,5.16,Corona Australis
8178,β Equ,320.7234,6.8111,5.16,Equuleus
8283,42 Cap,325.3869,-14.0476,5.16,Capricornus
8697,σ Peg,343.1003,9.8357,5.16,Pegasus
118,HR 118,7.5944,-23.7877,5.17,Cetus
235,Phi-2 Cet,12.5316,-10.6443,5.17,Cetus
321,μ Cas,17.0622,54.9203,5.17,Cassiopeia
743,HR 743,39.5086,72.8183,5.17,Cassiopeia
812,38 Ari,41.2399,12.4458,5.17,Aries
1383,ξ Eri,65.9202,-3.7455,5.17,Eridanus
3044,6 Pup,117.4217,-17.2284,5.17,Puppis
3588,HR 3588,134.7182,-47.2347,5.17,Vela
3598,HR 3598,134.8512,-59.0837,5.17,Carina
4567,η Crt,179.0040,-17.1508,5.17,Crater
4617,HR 4617,181.9585,-75.3670,5.17,Musca
4717,13 Com,186.0772,26.0986,5.17,Coma Berenices
4821,HR 4821,190.3165,-13.0139,5.17,Corvus
4913,HR 4913,194.2682,-51.1988,5.17,Centaurus
6677,90 Her,268.3251,40.0080,5.17,Hercules
7213,ρ Tel,286.5831,-52.3409,5.17,Telescopium
7373,31 Aql,291.2425,11.9444,5.17,Aquila
7395,4 Cyg,291.5380,36.3179,5.17,Cygnus
7468,HR 7468,294.1583,44.6949,5.17,Cygnus
8055,μ Ind,316.3093,-54.7270,5.17,Indus
8127,φ Cap,318.9079,-20.6517,5.17,Capricornus
9031,108 Aqr,357.8389,-18.9092,5.17,Aquarius
4969,α Com,197.4958,17.5290,5.17,Coma Berenices
84,ι Scl,5.3800,-28.9815,5.18,Sculptor
104,HR 104,7.0568,44.3945,5.18,Andromeda
480,42 Cas,25.7324,70.6225,5.18,Cassiopeia
1268,41 Tau,61.6517,27.5999,5.18,Taurus
1569,6 Ori,73.6954,11.4260,5.18,Orion
1684,HR 1684,77.9232,16.0457,5.18,Orion
1953,γ Men,82.9698,-76.3410,5.18,Mensa
1928,125 Tau,84.9342,25.8971,5.18,Taurus
1996,μ Col,86.4996,-32.3064,5.18,Columba
2662,HR 2662,104.9607,-67.9164,5.18,Volans
2825,HR 2825,111.1674,-16.2015,5.18,Canis Major
3283,HR 3283,125.3377,-36.4842,5.18,Puppis
3330,HR 3330,126.3805,-51.7274,5.18,Vela
3442,HR 3442,129.9900,-53.0547,5.18,Vela
3648,16 UMa,138.5856,61.4233,5.18,Ursa Major
4191,HR 4191,160.8873,46.2039,5.18,Ursa Major
4371,75 Leo,169.3225,2.0106,5.18,Leo
4413,HR 4413,171.4308,-63.9725,5.18,Centaurus
5334,HR 5334,213.0168,69.4325,5.18,Ursa Minor
5546,HR 5546,223.8943,-60.1142,5.18,Circinus
7087,κ Tel,283.1651,-52.1074,5.18,Telescopium
7474,σ Aql,294.7985,5.3978,5.18,Aquila
7566,19 Cyg,297.6416,38.7224,5.18,Cygnus
7741,22 Vul,303.8760,23.5089,5.18,Vulpecula
7879,73 Dra,307.8767,74.9546,5.18,Draco
8324,HR 8324,325.7671,72.3201,5.18,Cepheus
9006,σ Phe,356.8166,-50.2265,5.18,Phoenix
695,κ For,35.6356,-23.8163,5.19,Fornax
694,64 And,36.1038,50.0065,5.19,Andromeda
1695,HR 1695,76.8917,-63.3997,5.19,Dorado
2142,HR 2142,91.0563,-6.7089,5.19,Monoceros
2334,HR 2334,96.8073,0.2992,5.19,Monoceros
3153,HR 3153,119.9064,-60.5871,5.19,Carina
3460,θ Vol,129.7714,-70.3867,5.19,Volans
3512,HR 3512,132.4646,-32.7805,5.19,Pyxis
4116,δ Sex,157.3696,-2.7391,5.19,Sextans
4461,2 Dra,174.0112,69.3230,5.19,Draco
5011,59 Vir,199.1938,9.4242,5.19,Virgo
5622,ν Lib,226.6567,-16.2568,5.19,Libra
5886,HR 5886,236.6666,62.5996,5.19,Draco
6125,HR 6125,247.7057,-61.6335,5.19,Triangulum Australe
6468,κ Ara,261.5002,-50.6335,5.19,Ara
7731,21 Vul,303.5605,28.6948,5.19,Vulpecula
8011,17 Del,313.9029,13.7215,5.19,Delphinus
8171,6 Cep,319.8426,64.8719,5.19,Cepheus
8627,30 Cep,339.6627,63.5845,5.19,Cepheus
8890,97 Aqr,350.6632,-15.0393,5.19,Aquarius
114,28 And,7.5307,29.7516,5.20,Andromeda
142,13 Cet,8.8120,-3.5928,5.20,Cetus
1314,HR 1314,64.1796,53.6118,5.20,Camelopardalis
1451,47 Eri,68.5485,-8.2314,5.20,Eridanus
2027,31 Cam,88.7409,59.8884,5.20,Camelopardalis
2220,71 Ori,93.7120,19.1564,5.20,Orion
2389,HR 2389,97.3688,-56.8528,5.20,Pictor
2466,26 Gem,100.6014,17.6453,5.20,Gemini
2630,ω Gem,105.6033,24.2154,5.20,Gemini
2666,HR 2666,106.0117,-42.3373,5.20,Puppis
2715,18 Lyn,108.9790,59.6375,5.20,Lynx
2846,63 Gem,111.9349,21.4452,5.20,Gemini
3204,HR 3204,122.3997,-44.1228,5.20,Vela
3439,HR 3439,130.0799,-40.2639,5.20,Vela
3456,HR 3456,130.4871,-45.4107,5.20,Vela
4503,HR 4503,175.4331,-32.4994,5.20,Hydra
4696,ζ Crv,185.1402,-22.2159,5.20,Corvus
4943,14 CVn,196.4352,35.7989,5.20,Canes Venatici
5250,47 Hya,209.6298,-24.9722,5.20,Hydra
6107,Nu-1 CrB,245.5893,33.7991,5.20,Corona Borealis
6918,59 Ser,276.8021,0.1961,5.20,Serpens
7050,μ CrA,281.9359,-40.4062,5.20,Corona Australis
7162,HR 7162,284.2566,32.9013,5.20,Lyra
7261,17 Lyr,286.8565,32.5017,5.20,Lyra
8076,HR 8076,316.6028,-32.3416,5.20,Microscopium
8085,61 Cyg,316.7219,38.7494,5.20,Cygnus
8866,94 Aqr,349.7778,-13.4586,5.20,Aquarius
331,υ Phe,16.9494,-41.4869,5.21,Phoenix
361,Revati,18.4329,7.5754,5.21,Pisces
802,ζ Hor,40.1650,-54.5499,5.21,Horologium
1269,ψ Tau,61.7519,29.0013,5.21,Taurus
2103,60 Ori,89.7066,0.5530,5.21,Orion
2305,HR 2305,96.0430,-11.5301,5.21,Canis Major
2293,5 Lyn,96.7036,58.4174,5.21,Lynx
2469,HR 2469,100.4849,-9.1675,5.21,Monoceros
4409,HR 4409,171.3728,-36.0631,5.21,Centaurus
5001,57 Vir,198.9948,-19.9431,5.21,Virgo
5100,76 Vir,203.2420,-10.1650,5.21,Virgo
5888,ω Ser,237.5731,2.1965,5.21,Serpens
6451,ι Ara,260.8170,-47.4682,5.21,Ara
8592,υ Aqr,338.6735,-20.7082,5.21,Aquarius
197,HR 197,11.1850,-22.0061,5.22,Cetus
592,49 Cas,31.3815,76.1151,5.22,Cassiopeia
892,HR 892,44.6753,-2.7829,5.22,Eridanus
1315,HR 1315,63.6510,10.0114,5.22,Taurus
1474,51 Eri,69.4005,-2.4735,5.22,Eridanus
1622,11 Cam,76.5352,58.9724,5.22,Camelopardalis
1749,ρ Aur,80.4517,41.8046,5.22,Auriga
2375,HR 2375,97.9512,11.5444,5.22,Monoceros
2487,Psi-6 Aur,101.9149,48.7895,5.22,Auriga
2639,HR 2639,105.4849,-5.7221,5.22,Monoceros
2851,η CMi,112.0086,6.9420,5.22,Canis Minor
3037,HR 3037,116.8813,-46.6085,5.22,Puppis
3140,HR 3140,119.8683,-39.2969,5.22,Puppis
3561,Omi-1 Cnc,134.3123,15.3228,5.22,Cancer
4355,HR 4355,168.1885,-64.1698,5.22,Carina
4415,HR 4415,171.6476,-61.1152,5.22,Centaurus
4594,67 UMa,180.5286,43.0456,5.22,Ursa Major
4847,32 Vir,191.4044,7.6733,5.22,Virgo
5349,HR 5349,214.9650,-61.2730,5.22,Centaurus
5495,HR 5495,221.7554,-52.3835,5.22,Lupus
6234,45 Her,251.9434,5.2467,5.22,Hercules
7078,29 Sgr,282.4171,-20.3247,5.22,Sagittarius
7102,Nu-2 Lyr,282.4705,32.5511,5.22,Lyra
7358,3 Vul,290.7120,26.2624,5.22,Vulpecula
7676,64 Dra,300.3689,64.8210,5.22,Draco
8228,71 Cyg,322.3622,46.5406,5.22,Cygnus
8930,Veritate,352.8224,39.2362,5.22,Andromeda
389,91 Psc,20.2807,28.7382,5.23,Pisces
646,η Ari,33.2003,21.2110,5.23,Aries
935,HR 935,46.6395,-6.0886,5.23,Eridanus
2492,10 CMa,101.1186,-31.0705,5.23,Canis Major
2805,66 Aur,111.0353,40.6724,5.23,Auriga
3213,HR 3213,122.4298,-47.9372,5.23,Vela
3540,Rho-2 Cnc,133.9153,27.9275,5.23,Cancer
3575,Sig-3 Cnc,134.8861,32.4186,5.23,Cancer
3605,HR 3605,135.4357,-52.1887,5.23,Vela
3623,κ Cnc,136.9367,10.6682,5.23,Cancer
